eval,entry,exit,invested,n_hold,turnover,cost,gross,net,buys,sells,equity
2014-01-03,2014-01-06,2014-01-13,1.0,1,1.0,0.0025,-0.0022321428571427937,-0.00472656249999992,1,0,0.9952734375000001
2014-01-10,2014-01-13,2014-01-20,1.0,1,0.0,0.0,0.0024936888122650824,0.0024936888122650824,0,0,0.9977553397362384
2014-01-17,2014-01-20,2014-01-27,1.0,1,0.0,0.0,-0.02223382366489568,-0.02223382366489568,0,0,0.9755714234518348
2014-01-24,2014-01-27,2014-02-03,1.0,1,0.0,0.0,0.0050357527979312255,0.0050357527979312255,0,0,0.9804841599770641
2014-01-29,2014-02-03,2014-02-10,1.0,1,0.0,0.0,0.0017396195754078025,0.0017396195754078025,0,0,0.9821898294151374
2014-02-07,2014-02-10,2014-02-17,1.0,1,0.0,0.0,0.01198980918213488,0.01198980918213488,0,0,0.9939660980504585
2014-02-14,2014-02-17,2014-02-24,1.0,1,0.0,0.0,0.001382067037958068,0.001382067037958068,0,0,0.9953398258314219
2014-02-21,2014-02-24,2014-03-03,1.0,1,0.0,0.0,0.008024422154382815,0.008024422154382815,0,0,1.0033268527809631
2014-02-28,2014-03-03,2014-03-10,1.0,1,0.0,0.0,-0.005227287765499966,-0.005227287765499966,0,0,0.9980821745986236
2014-03-07,2014-03-10,2014-03-17,1.0,1,0.0,0.0,-0.013758557526017956,-0.013758557526017956,0,0,0.9843500035837153
2014-03-14,2014-03-17,2014-03-24,1.0,1,0.0,0.0,0.0093487520297999,0.0093487520297999,0,0,0.9935524476777521
2014-03-21,2014-03-24,2014-03-31,1.0,1,0.0,0.0,0.020590578499652956,0.020590578499652956,0,0,1.0140102673451832
2014-03-28,2014-03-31,2014-04-07,1.0,1,0.0,0.0,0.0020598204078345894,0.0020598204078345894,0,0,1.0160989463876147
2014-04-04,2014-04-07,2014-04-14,1.0,1,0.0,0.0,0.0036789465748605643,0.0036789465748605643,0,0,1.019837120126147
2014-04-11,2014-04-14,2014-04-21,1.0,1,0.0,0.0,0.0011016414457540868,0.0011016414457540868,0,0,1.0209606149655963
2014-04-18,2014-04-21,2014-04-28,1.0,1,0.0,0.0,-0.014985844479346921,-0.014985844479346921,0,0,1.0056606579701834
2014-04-25,2014-04-28,2014-05-07,1.0,1,0.0,0.0,-0.01491930979149525,-0.01491930979149525,0,0,0.9906568950688074
2014-05-02,2014-05-07,2014-05-12,1.0,1,0.0,0.0,0.012918324844835904,0.012918324844835904,0,0,1.0034545226490827
2014-05-09,2014-05-12,2014-05-19,1.0,1,0.0,0.0,0.0255478538784899,0.0255478538784899,0,0,1.0290906321674314
2014-05-16,2014-05-19,2014-05-26,1.0,1,0.0,0.0,-0.0023770060640949664,-0.0023770060640949664,0,0,1.026644477494266
2014-05-23,2014-05-26,2014-06-02,1.0,1,0.0,0.0,-0.004153505608476049,-0.004153505608476049,0,0,1.0223803038990826
2014-05-30,2014-06-02,2014-06-09,1.0,1,0.0,0.0,-0.005974025974026076,-0.005974025974026076,0,0,1.0162725774082568
2014-06-05,2014-06-09,2014-06-16,1.0,1,0.0,0.0,0.0017838837410304453,0.0017838837410304453,0,0,1.0180854895355504
2014-06-13,2014-06-16,2014-06-23,1.0,1,0.0,0.0,-0.009365014872666944,-0.009365014872666944,0,0,1.0085511037844037
2014-06-20,2014-06-23,2014-06-30,1.0,1,0.0,0.0,0.013818281246835262,0.013818281246835262,0,0,1.0224875465883028
2014-06-27,2014-06-30,2014-07-07,1.0,1,0.0,0.0,0.0014533939996304035,0.0014533939996304035,0,0,1.0239736238532111
2014-07-04,2014-07-07,2014-07-14,1.0,1,0.0,0.0,-0.005605649537184787,-0.005605649537184787,0,0,1.018233586582569
2014-07-11,2014-07-14,2014-07-21,1.0,1,0.0,0.0,0.012347784219712388,0.012347784219712388,0,0,1.0308065151949544
2014-07-18,2014-07-21,2014-07-28,1.0,1,0.0,0.0,0.01501610106514728,0.01501610106514728,0,0,1.046285210005734
2014-07-25,2014-07-28,2014-08-04,1.0,1,0.0,0.0,0.015428468232779213,0.015428468232779213,0,0,1.0624277881307342
2014-08-01,2014-08-04,2014-08-11,1.0,1,0.0,0.0,-0.01973159265917457,-0.01973159265917457,0,0,1.0414643957855507
2014-08-08,2014-08-11,2014-08-18,1.0,1,0.0,0.0,0.00674718172769051,0.00674718172769051,0,0,1.0484913453268352
2014-08-14,2014-08-18,2014-08-25,1.0,1,0.0,0.0,0.0037795950573027426,0.0037795950573027426,0,0,1.0524542180332572
2014-08-22,2014-08-25,2014-09-01,1.0,1,0.0,0.0,0.0033820339756125417,0.0033820339756125417,0,0,1.0560136539564224
2014-08-29,2014-09-01,2014-09-11,1.0,1,0.0,0.0,-0.016297041385780475,-0.016297041385780475,0,0,1.0388037557339453
2014-09-05,2014-09-11,2014-09-15,1.0,1,0.0,0.0,0.0008160616667323151,0.0008160616667323151,0,0,1.0396514836582573
2014-09-12,2014-09-15,2014-09-22,1.0,1,0.0,0.0,0.0016946488392883818,0.0016946488392883818,0,0,1.0414133278383033
2014-09-19,2014-09-22,2014-09-29,1.0,1,0.0,0.0,-0.006213007595855302,-0.006213007595855302,0,0,1.034943018922019
2014-09-26,2014-09-29,2014-10-06,1.0,1,0.0,0.0,-0.028722984308694355,-0.028722984308694355,0,0,1.0052163668291292
2014-10-02,2014-10-06,2014-10-13,1.0,1,0.0,0.0,-0.020920650887273462,-0.020920650887273462,0,0,0.9841865861525235
2014-10-10,2014-10-13,2014-10-20,0.0,0,2.0,0.005,0.0003846153846153846,-0.004617307692307615,0,1,0.9796422938576155
2014-10-17,2014-10-20,2014-10-27,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.980019079355253
2014-10-24,2014-10-27,2014-11-03,1.0,1,2.0,0.005,0.01086973400208091,0.0058153853320705995,1,0,0.9857182679344849
